Product,Country,Year,Population,Production (t),production__tonnes__per_capita,Production per capita (kg),Yield (t/ha),Yield (kg/animal),Land Use (ha),area_harvested__ha__per_capita,Land Use per capita (m²),Producing or slaughtered animals,Producing or slaughtered animals per capita,Imports (t),imports__tonnes__per_capita,Imports per capita (kg),Exports (t),exports__tonnes__per_capita,Exports per capita (kg),Domestic supply (t),domestic_supply__tonnes__per_capita,Domestic supply per capita (kg),Food (t),food__tonnes__per_capita,Food per capita (kg),Animal feed (t),feed__tonnes__per_capita,Animal feed per capita (kg),Other uses (t),other_uses__tonnes__per_capita,Other uses per capita (kg),Supply chain waste (t),waste_in_supply_chain__tonnes__per_capita,Supply chain waste per capita (kg),Food supply (kg per capita per year),Food supply (g per capita per day),Food supply (kcal per capita per day),Food supply (Protein g per capita per day),Food supply (Fat g per capita per day)
,South America (FAO),2007,381166000,137080080,,,3.7127,,36922204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,South America (FAO),2008,385394000,152554910,,,3.8309999,,39820988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,South America (FAO),2009,389584000,125658800,,,3.4292998,,36642732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,South America (FAO),2010,392309000,145102380,,,4.1489997,,34972860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,South America (FAO),2011,396332000,158721090,,,4.1029,,38685416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,South America (FAO),2012,400335000,169247090,,,4.2552,,39774584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,South America (FAO),2013,404308000,184519250,,,4.5344,,40693344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,South America (FAO),2014,408237380,183743760,,,4.4957,,40871212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,South America (FAO),2015,412099420,195709520,,,4.7423997,,41267728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,South America (FAO),2016,415893380,177989890,,,4.4666,,39848636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,South America (FAO),2017,419624220,226063970,,,5.0628,,44651712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,South America (FAO),2018,423293000,205609390,,,4.6228,,44477060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,South America (FAO),2019,426905250,237580200,,,5.1816998,,45849980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,South America (FAO),2020,430457600,246113940,,,5.0678,,48564104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,South America (FAO),2021,,234012820,,,4.6752,,50054348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,South Korea,1961,26552230,6629757,0.24968739,249.68739000000002,3.1971998,,2073629,0.078096226,780.96226,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,South Korea,1962,27234476,5902917,0.21674429,216.74429,2.7941,,2112667,0.077573255,775.73255,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,South Korea,1963,27905876,6377585,0.22853914,228.53914,2.928,,2178119,0.07805234,780.5233999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,South Korea,1964,28555858,7380506,0.25845855,258.45855,3.2487998,,2271775,0.07955548,795.5548,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,South Korea,1965,29179406,7212458,0.24717632,247.17632,3.0367,,2375066,0.08139528,813.9528,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,South Korea,1966,29838228,8041079,0.26948917,269.48917,3.537,,2273410,0.07619119,761.9119000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,South Korea,1967,30540604,7453095,0.24403888,244.03888,3.2654,,2282468,0.07473552,747.3552,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,South Korea,1968,31229640,7156833,0.22916797,229.16797,3.1906,,2243090,0.071825676,718.2567600000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,South Korea,1969,31912022,8375894,0.2624683,262.4683,3.7647998,,2224792,0.069716424,697.16424,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,South Korea,1970,32601146,8034292,0.246442,246.442,3.7199998,,2159730,0.06624706,662.4706,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,South Korea,1971,33288372,7968165,0.23936781,239.36781,3.8716998,,2058060,0.061825193,618.25193,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,South Korea,1972,33976860,7979340,0.23484631,234.84631000000002,3.885,,2053860,0.060448788,604.48788,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,South Korea,1973,34659716,8056924,0.23245788,232.45788000000002,4.0569,,1985956,0.05729868,572.9868,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,South Korea,1974,35319340,8281408,0.23447233,234.47233,4.0771,,2031202,0.057509623,575.09623,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,South Korea,1975,35930700,9044456,0.25171944,251.71944000000002,4.4070997,,2052241,0.057116643,571.16643,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,South Korea,1976,36456330,9882637,0.27108154,271.08154,4.8596,,2033637,0.055782825,557.82825,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,South Korea,1977,36911304,9643628,0.2612649,261.2649,5.2397,,1840488,0.049862448,498.62447999999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,South Korea,1978,37329988,10541876,0.28239697,282.39697,5.6675997,,1860028,0.049826644,498.26644000000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,South Korea,1979,37737924,10148227,0.26891324,268.91324,5.7279,,1771719,0.04694797,469.4797,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,South Korea,1980,38170500,6676479,0.17491202,174.91202,4.0559,,1646125,0.04312558,431.25579999999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,South Korea,1981,38731908,8530055,0.22023328,220.23328,5.1734,,1648832,0.04257038,425.7038,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,South Korea,1982,39403428,8583504,0.21783648,217.83648,5.4165998,,1584654,0.040216144,402.16144,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,South Korea,1983,40053744,8995642,0.22458929,224.58929,5.5291,,1626971,0.040619697,406.19697,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,South Korea,1984,40664360,9269310,0.22794679,227.94679000000002,5.7156997,,1621738,0.039881065,398.81065,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,South Korea,1985,41232700,8807552,0.213606,213.606,5.7985,,1518939,0.036838215,368.38215,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,South Korea,1986,41808708,8637576,0.20659754,206.59754,5.8761997,,1469916,0.03515813,351.5813,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,South Korea,1987,42405260,8467053,0.19966988,199.66988,5.585,,1516045,0.035751343,357.51342999999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,South Korea,1988,42988456,9163507,0.21316203,213.16203000000002,6.1419997,,1491943,0.034705665,347.05665,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,South Korea,1989,43567516,8950058,0.20542961,205.42961000000003,6.086,,1470589,0.033754256,337.54256000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,South Korea,1990,44120040,8434015,0.19116063,191.16063,5.8529997,,1440980,0.032660443,326.60443,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,South Korea,1991,44487412,7720465,0.1735427,173.5427,5.639,,1369123,0.030775515,307.75515,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,South Korea,1992,44703708,7677307,0.17173758,171.73758,5.9375997,,1293007,0.028923932,289.23932,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,South Korea,1993,44932856,6814911,0.15166877,151.66877,5.3220997,,1280481,0.028497655,284.97655,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,South Korea,1994,45165784,7158465,0.1584931,158.4931,5.8721,,1219068,0.026990963,269.90963,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,South Korea,1995,45393416,6767246,0.1490799,149.07989999999998,5.7653,,1173787,0.02585809,258.5809,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,South Korea,1996,45660164,7505223,0.16437136,164.37135999999998,6.4031,,1172121,0.025670538,256.70538,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,South Korea,1997,45962390,7607782,0.16552189,165.52189,6.6029,,1152191,0.025068125,250.68125,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,South Korea,1998,46250260,7070638,0.1528778,152.8778,6.0306997,,1172432,0.025349738,253.49738,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,South Korea,1999,46520450,7395754,0.15897857,158.97857000000002,6.3141,,1171311,0.025178412,251.78412,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,South Korea,2000,46788588,7435175,0.15891,158.91,6.3795,,1165478,0.02490945,249.09449999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,South Korea,2001,47064784,7746435,0.1645909,164.5909,6.4656,,1198104,0.025456486,254.56486,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,South Korea,2002,47320664,6990361,0.14772323,147.72323,6.0171,,1161751,0.024550606,245.50606,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,South Korea,2003,47539740,6400167,0.13462773,134.62773,5.7869,,1105973,0.023264179,232.64179,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,South Korea,2004,47727290,7014673,0.14697406,146.97405999999998,6.427,,1091445,0.022868363,228.68363,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,South Korea,2005,47889576,6721823,0.14036088,140.36087999999998,6.3023,,1066572,0.022271486,222.71486,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,South Korea,2006,48049348,6541077,0.13613248,136.13248,6.2999,,1038286,0.021608742,216.08742,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,South Korea,2007,48220600,6235335,0.12930854,129.30854,6.0353,,1033147,0.021425428,214.25428,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,South Korea,2008,48398630,6752447,0.1395173,139.5173,6.6299996,,1018461,0.021043178,210.43178,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,South Korea,2009,48588024,6757669.5,0.13908097,139.08097,6.7453,,1001837,0.02061901,206.1901,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,South Korea,2010,48813036,6020702,0.12334209,123.34209,6.2022,,970738,0.01988686,198.8686,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,South Korea,2011,49169880,5825776,0.11848261,118.48261000000001,6.2927,,925794,0.018828478,188.28477999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,South Korea,2012,49634188,5604304,0.11291217,112.91217,6.1358,,913383,0.018402295,184.02294999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,South Korea,2013,50098228,5810450.5,0.11598116,115.98116,6.4792,,896782,0.017900474,179.00474,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,South Korea,2014,50558044,5852499,0.11575802,115.75802,6.618,,884328,0.01749134,174.91340000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,South Korea,2015,50994396,5976259,0.11719443,117.19443,6.8149,,876942,0.01719683,171.9683,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,South Korea,2016,51309984,5831046,0.1136435,113.64349999999999,6.7927,,858433,0.01673033,167.3033,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,South Korea,2017,51511640,5487987.5,0.10653879,106.53878999999999,6.6784997,,821734,0.015952395,159.52395,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,South Korea,2018,51676900,5418616,0.10485567,104.85567,6.6071997,,820104,0.015869837,158.69837,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,South Korea,2019,51803830,5272890,0.10178571,101.78571,6.5386,,806430,0.015566995,155.66995,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,South Korea,2020,51844690,4945349.5,0.09538778,95.38778,6.212,,796099,0.015355459,153.55459,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,South Korea,2021,51830136,5431955.5,0.10480303,104.80303,6.8093996,,797710,0.0153908525,153.908525,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,South Sudan,2012,10701605,842000,0.078679785,78.679785,0.70519996,,1194000,0.11157205,1115.7205000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,South Sudan,2013,11106037,898000,0.08085693,80.85692999999999,0.76559997,,1173000,0.10561823,1056.1823,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,South Sudan,2014,11213286,1270551,0.11330764,113.30764,1.2537,,1013451,0.090379484,903.7948399999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,South Sudan,2015,11194300,921002,0.08227419,82.27418999999999,0.9073,,1015093,0.09067945,906.7945,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,South Sudan,2016,11066116,825807,0.07462483,74.62483,0.87909997,,939361,0.084886245,848.86245,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,South Sudan,2017,10658230,764107,0.07169174,71.69174000000001,0.88519996,,863208,0.08098981,809.8981,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,South Sudan,2018,10395332,745005,0.07166726,71.66726,0.8437,,883001,0.084942065,849.42065,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,South Sudan,2019,10447677,818487,0.07834153,78.34153,0.88049996,,929547,0.088971645,889.71645,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,South Sudan,2020,10606224,874410,0.0824431,82.4431,0.88549995,,987496,0.09310533,931.0533,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,South Sudan,2021,10748278,840333,0.07818303,78.18303,0.84459996,,994925,0.09256599,925.6599,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,South-eastern Asia (FAO),1961,219164000,50789260,,,1.4975,,33915648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,South-eastern Asia (FAO),1962,225201000,55179428,,,1.5258,,36163328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,South-eastern Asia (FAO),1963,231408000,54548176,,,1.5711,,34719996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,South-eastern Asia (FAO),1964,237781000,57487690,,,1.5446999,,37215960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,South-eastern Asia (FAO),1965,244316000,55662170,,,1.535,,36262140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,South-eastern Asia (FAO),1966,250995000,57815824,,,1.5036,,38450424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,South-eastern Asia (FAO),1967,257812000,56330268,,,1.5410999,,36552036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,South-eastern Asia (FAO),1968,264764000,62829260,,,1.6316999,,38504732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,South-eastern Asia (FAO),1969,271845000,65376616,,,1.7349,,37682392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,South-eastern Asia (FAO),1970,279050000,70959010,,,1.8500999,,38355032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,South-eastern Asia (FAO),1971,286385000,70913660,,,1.8513,,38304820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,South-eastern Asia (FAO),1972,293839000,65169070,,,1.7959,,36287944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,South-eastern Asia (FAO),1973,301364000,74212180,,,1.8656,,39779280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,South-eastern Asia (FAO),1974,308896000,73645120,,,1.8835,,39099844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,South-eastern Asia (FAO),1975,316394000,76595380,,,1.8907,,40511164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,South-eastern Asia (FAO),1976,323821000,78756330,,,1.9647,,40086656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,South-eastern Asia (FAO),1977,331210000,76786840,,,1.8666999,,41134932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,South-eastern Asia (FAO),1978,338654000,85006130,,,1.9876,,42767408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,South-eastern Asia (FAO),1979,346282000,85678310,,,2.0598,,41595728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,South-eastern Asia (FAO),1980,354191000,95821896,,,2.199,,43574876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,South-eastern Asia (FAO),1981,362407000,102295064,,,2.3116,,44253828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,South-eastern Asia (FAO),1982,370883000,103392080,,,2.45,,42200548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,South-eastern Asia (FAO),1983,379555000,109768000,,,2.4745,,44358808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,South-eastern Asia (FAO),1984,388327000,114560610,,,2.5681,,44608740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,South-eastern Asia (FAO),1985,397122000,118380660,,,2.5988,,45551392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,South-eastern Asia (FAO),1986,405921000,119295930,,,2.6181998,,45564388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,South-eastern Asia (FAO),1987,414722000,114202640,,,2.6062,,43820392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,South-eastern Asia (FAO),1988,423485000,124780424,,,2.6574,,46955468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,South-eastern Asia (FAO),1989,432161000,130286230,,,2.7526,,47332764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,South-eastern Asia (FAO),1990,440719000,128589144,,,2.7712,,46402060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,South-eastern Asia (FAO),1991,449130000,129357976,,,2.8223999,,45831832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,South-eastern Asia (FAO),1992,457398000,137307620,,,2.8917,,47484016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,South-eastern Asia (FAO),1993,465538000,137597260,,,2.9252,,47038064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,South-eastern Asia (FAO),1994,473591000,143239230,,,3.0233,,47377728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,South-eastern Asia (FAO),1995,481581000,150684430,,,3.0579998,,49274824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,South-eastern Asia (FAO),1996,489514000,156242830,,,3.1276,,49956840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,South-eastern Asia (FAO),1997,497373000,155171500,,,3.1253,,49650300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,South-eastern Asia (FAO),1998,505160000,155566200,,,3.1246,,49788024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,South-eastern Asia (FAO),1999,512869000,167717280,,,3.1975,,52452560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,South-eastern Asia (FAO),2000,520493000,174174930,,,3.3411999,,52129852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,South-eastern Asia (FAO),2001,528039000,176913010,,,3.4097998,,51883204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,South-eastern Asia (FAO),2002,535512000,179858690,,,3.5114,,51221616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,South-eastern Asia (FAO),2003,542900000,187090800,,,3.5721,,52375796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,South-eastern Asia (FAO),2004,550179000,193473970,,,3.6399,,53154028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,South-eastern Asia (FAO),2005,557344000,201567790,,,3.7124999,,54294524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,South-eastern Asia (FAO),2006,564380000,205523520,,,3.7480998,,54833480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,South-eastern Asia (FAO),2007,571299000,213603600,,,3.8312,,55753364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,South-eastern Asia (FAO),2008,578162000,225871150,,,3.9491,,57194912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,South-eastern Asia (FAO),2009,585050000,230231740,,,3.9789,,57863288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,South-eastern Asia (FAO),2010,591428000,235235920,,,4.0181,,58543436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,South-eastern Asia (FAO),2011,598719000,237321090,,,4.0792,,58178196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,South-eastern Asia (FAO),2012,606143000,242748400,,,4.1714,,58192892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,South-eastern Asia (FAO),2013,613616000,242143520,,,4.1812997,,57910876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,South-eastern Asia (FAO),2014,621031000,239009780,,,4.2304,,56498648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,South-eastern Asia (FAO),2015,628298000,236590510,,,4.2852,,55211228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,South-eastern Asia (FAO),2016,635392000,234881650,,,4.2113,,55773568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,South-eastern Asia (FAO),2017,642328000,245706860,,,4.2536,,57764484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,South-eastern Asia (FAO),2018,649112000,252647120,,,4.3327,,58311200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,South-eastern Asia (FAO),2019,655774200,230223680,,,4.2616997,,54021936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,South-eastern Asia (FAO),2020,662332000,237031200,,,4.2890997,,55263048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,South-eastern Asia (FAO),2021,,238030370,,,4.3189,,55113984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Southern Africa (FAO),1961,20228000,7071200,,,1.0494,,6738021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Southern Africa (FAO),1962,20753000,7417736,,,1.1031,,6724507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Southern Africa (FAO),1963,21295000,7783432,,,1.095,,7107922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Southern Africa (FAO),1964,21851000,6151801,,,0.89309996,,6887938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Southern Africa (FAO),1965,22418000,6156623,,,0.88809997,,6932129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Southern Africa (FAO),1966,22991000,6532702,,,0.97459996,,6703131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Southern Africa (FAO),1967,23576000,12269331,,,1.6113,,7614674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Southern Africa (FAO),1968,24177000,7352592,,,0.9644,,7623769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Southern Africa (FAO),1969,24800000,7433658,,,0.9905,,7505156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Southern Africa (FAO),1970,25454000,8457434,,,1.1126,,7601296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Southern Africa (FAO),1971,26140000,11492784,,,1.4145,,8124982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Southern Africa (FAO),1972,26853000,12320958,,,1.5217999,,8096290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Southern Africa (FAO),1973,27592000,6807532,,,0.96529996,,7051969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Southern Africa (FAO),1974,28340000,14139690,,,1.7804999,,7941555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Southern Africa (FAO),1975,29094000,11943459,,,1.5443,,7733710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Southern Africa (FAO),1976,29848000,10684966,,,1.3335999,,8011825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Southern Africa (FAO),1977,30608000,12770376,,,1.6782,,7609456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Southern Africa (FAO),1978,31378000,13249616,,,1.7962999,,7376102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Southern Africa (FAO),1979,32172000,11584547,,,1.5444,,7501177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Southern Africa (FAO),1980,32998000,13796594,,,1.8901999,,7299105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Southern Africa (FAO),1981,33859000,18405300,,,2.4951,,7376682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Southern Africa (FAO),1982,34752000,12041240,,,1.5828999,,7607127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Southern Africa (FAO),1983,35665000,6930454,,,0.9302,,7450396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Southern Africa (FAO),1984,36581000,8310523,,,1.055,,7876940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Southern Africa (FAO),1985,37490000,11491140,,,1.5045999,,7637118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Southern Africa (FAO),1986,38382000,12036297,,,1.5152,,7943605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Southern Africa (FAO),1987,39260000,12440859,,,1.541,,8073379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Southern Africa (FAO),1988,40148000,12706100,,,1.5589,,8150575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Southern Africa (FAO),1989,41073000,15814304,,,2.1027,,7520930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Southern Africa (FAO),1990,42053000,12062867,,,1.7493999,,6895364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Southern Africa (FAO),1991,43100000,11589928,,,1.8577,,6238813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Southern Africa (FAO),1992,44197000,5299281.5,,,0.90739995,,5840197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Southern Africa (FAO),1993,45306000,13165566,,,2.0356998,,6467310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Southern Africa (FAO),1994,46382000,16466054,,,2.313,,7118899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Southern Africa (FAO),1995,47381000,7881330,,,1.3294,,5928703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Southern Africa (FAO),1996,48294000,14226931,,,2.2303998,,6378690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Southern Africa (FAO),1997,49131000,13801590,,,2.0839999,,6622721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Southern Africa (FAO),1998,49911000,10659546,,,2.0265,,5260090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Southern Africa (FAO),1999,50666000,10453144,,,1.9770999,,5287240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Southern Africa (FAO),2000,51419000,14958158,,,2.4895,,6008464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Southern Africa (FAO),2001,52174000,11198225,,,2.2161,,5053048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Southern Africa (FAO),2002,52922000,13389479,,,2.4793,,5400415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Southern Africa (FAO),2003,53670000,12139376,,,2.3028,,5271598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Southern Africa (FAO),2004,54418000,12359771,,,2.4865,,4970796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Southern Africa (FAO),2005,55169000,14528303,,,2.987,,4863860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
